timestamp,open,high,low,close,adj_close,volume
2025-01-02T00:00:00Z,3.66,3.7,3.66,3.7,3.7,5019.0
2025-01-03T00:00:00Z,3.7,3.85,3.7,3.85,3.85,5120.0
2025-01-07T00:00:00Z,3.71,3.84,3.57,3.81,3.81,7442.0
2025-01-08T00:00:00Z,3.81,4.15,3.81,4.15,4.15,18913.0
2025-01-09T00:00:00Z,4.39,4.53,4.01,4.53,4.53,17028.0
2025-01-10T00:00:00Z,4.53,4.69,4.48,4.68,4.68,9346.0
2025-01-13T00:00:00Z,4.53,4.7,4.53,4.69,4.69,1919.0
2025-01-14T00:00:00Z,4.6,4.78,4.6,4.72,4.72,4354.0
2025-01-15T00:00:00Z,4.67,4.72,4.61,4.72,4.72,14934.0
2025-01-16T00:00:00Z,4.73,5.0,4.73,4.97,4.97,20127.0
2025-01-17T00:00:00Z,4.97,5.1,4.97,5.1,5.1,9725.0
2025-01-20T00:00:00Z,4.84,5.08,4.83,4.94,4.94,2567.0
2025-01-21T00:00:00Z,5.06,5.4,5.02,5.4,5.4,15421.0
2025-01-22T00:00:00Z,5.18,5.44,5.14,5.34,5.34,3589.0
2025-01-23T00:00:00Z,5.34,5.42,5.2,5.42,5.42,4796.0
2025-01-24T00:00:00Z,5.38,5.42,5.2,5.3,5.3,3839.0
2025-01-27T00:00:00Z,5.34,5.4,5.24,5.38,5.38,2284.0
2025-01-28T00:00:00Z,5.4,5.42,5.4,5.42,5.42,985.0
2025-01-29T00:00:00Z,5.32,5.5,5.3,5.48,5.48,10111.0
2025-01-30T00:00:00Z,5.36,5.5,5.28,5.48,5.48,8383.0
2025-01-31T00:00:00Z,5.48,5.5,5.38,5.48,5.48,2357.0
2025-02-03T00:00:00Z,5.48,5.5,5.4,5.44,5.44,2391.0
2025-02-04T00:00:00Z,5.4,5.44,5.32,5.42,5.42,3458.0
2025-02-05T00:00:00Z,5.34,5.4,5.3,5.4,5.4,1664.0
2025-02-06T00:00:00Z,5.32,5.4,5.32,5.34,5.34,11593.0
2025-02-07T00:00:00Z,5.32,5.32,5.3,5.3,5.3,524.0
2025-02-10T00:00:00Z,5.26,5.28,5.18,5.18,5.18,2941.0
2025-02-11T00:00:00Z,5.12,5.3,5.1,5.3,5.3,3533.0
2025-02-12T00:00:00Z,5.3,5.3,5.28,5.3,5.3,472.0
2025-02-13T00:00:00Z,5.22,5.3,5.22,5.3,5.3,211.0
2025-02-14T00:00:00Z,5.28,5.3,5.24,5.3,5.3,5759.0
2025-02-17T00:00:00Z,5.28,5.4,5.28,5.36,5.36,2410.0
2025-02-18T00:00:00Z,5.38,5.44,5.36,5.36,5.36,7996.0
2025-02-19T00:00:00Z,5.36,5.44,5.36,5.44,5.44,126.0
2025-02-20T00:00:00Z,5.44,5.44,5.36,5.38,5.38,2448.0
2025-02-21T00:00:00Z,5.38,5.4,5.32,5.4,5.4,372.0
2025-02-24T00:00:00Z,5.36,5.38,5.36,5.38,5.38,751.0
2025-02-25T00:00:00Z,5.32,5.32,5.18,5.24,5.24,499.0
2025-02-26T00:00:00Z,5.3,5.38,5.3,5.3,5.3,2081.0
2025-02-27T00:00:00Z,5.3,5.38,5.3,5.38,5.38,523.0
2025-02-28T00:00:00Z,5.3,5.5,5.24,5.5,5.5,5653.0
