timestamp,open,high,low,close,adj_close,volume,open_adj,high_adj,low_adj,close_adj
2025-01-02T00:00:00Z,22.690000534057617,22.920000076293945,22.3700008392334,22.479999542236328,22.479999542236328,232500.0,22.690000534057617,22.920000076293945,22.3700008392334,22.479999542236328
2025-01-03T00:00:00Z,22.350000381469727,22.3700008392334,22.059999465942383,22.149999618530273,22.149999618530273,198100.0,22.350000381469727,22.3700008392334,22.059999465942383,22.149999618530273
2025-01-06T00:00:00Z,22.239999771118164,22.649999618530273,22.239999771118164,22.43000030517578,22.43000030517578,196500.0,22.239999771118164,22.649999618530273,22.239999771118164,22.43000030517578
2025-01-07T00:00:00Z,22.489999771118164,22.899999618530273,22.489999771118164,22.709999084472656,22.709999084472656,288900.0,22.489999771118164,22.899999618530273,22.489999771118164,22.709999084472656
2025-01-08T00:00:00Z,22.559999465942383,22.809999465942383,22.559999465942383,22.6299991607666,22.6299991607666,220000.0,22.559999465942383,22.809999465942383,22.559999465942383,22.6299991607666
2025-01-10T00:00:00Z,22.6200008392334,22.84000015258789,22.360000610351562,22.459999084472656,22.459999084472656,319800.0,22.6200008392334,22.84000015258789,22.360000610351562,22.459999084472656
2025-01-13T00:00:00Z,22.290000915527344,22.65999984741211,22.290000915527344,22.649999618530273,22.649999618530273,231800.0,22.290000915527344,22.65999984741211,22.290000915527344,22.649999618530273
2025-01-14T00:00:00Z,22.709999084472656,23.149999618530273,22.709999084472656,23.139999389648438,23.139999389648438,161800.0,22.709999084472656,23.149999618530273,22.709999084472656,23.139999389648438
2025-01-15T00:00:00Z,23.3799991607666,23.389999389648438,23.0,23.170000076293945,23.170000076293945,190200.0,23.3799991607666,23.389999389648438,23.0,23.170000076293945
2025-01-16T00:00:00Z,23.18000030517578,23.34000015258789,23.110000610351562,23.219999313354492,23.219999313354492,125500.0,23.18000030517578,23.34000015258789,23.110000610351562,23.219999313354492
2025-01-17T00:00:00Z,23.290000915527344,23.649999618530273,23.25,23.5,23.5,267000.0,23.290000915527344,23.649999618530273,23.25,23.5
2025-01-21T00:00:00Z,23.8799991607666,24.049999237060547,23.84000015258789,23.940000534057617,23.940000534057617,111000.0,23.8799991607666,24.049999237060547,23.84000015258789,23.940000534057617
2025-01-22T00:00:00Z,24.100000381469727,24.350000381469727,24.010000228881836,24.010000228881836,24.010000228881836,160300.0,24.100000381469727,24.350000381469727,24.010000228881836,24.010000228881836
2025-01-23T00:00:00Z,24.100000381469727,24.399999618530273,23.6299991607666,24.290000915527344,24.290000915527344,215500.0,24.100000381469727,24.399999618530273,23.6299991607666,24.290000915527344
2025-01-24T00:00:00Z,24.309999465942383,24.729999542236328,24.309999465942383,24.719999313354492,24.719999313354492,165800.0,24.309999465942383,24.729999542236328,24.309999465942383,24.719999313354492
2025-01-27T00:00:00Z,24.739999771118164,24.739999771118164,24.190000534057617,24.3700008392334,24.3700008392334,149700.0,24.739999771118164,24.739999771118164,24.190000534057617,24.3700008392334
2025-01-28T00:00:00Z,24.329999923706055,24.3799991607666,24.049999237060547,24.170000076293945,24.170000076293945,146200.0,24.329999923706055,24.3799991607666,24.049999237060547,24.170000076293945
2025-01-29T00:00:00Z,24.280000686645508,24.3799991607666,24.1200008392334,24.239999771118164,24.239999771118164,137700.0,24.280000686645508,24.3799991607666,24.1200008392334,24.239999771118164
2025-01-30T00:00:00Z,24.440000534057617,24.889999389648438,24.440000534057617,24.81999969482422,24.81999969482422,107200.0,24.440000534057617,24.889999389648438,24.440000534057617,24.81999969482422
2025-01-31T00:00:00Z,24.809999465942383,25.079999923706055,24.709999084472656,24.739999771118164,24.739999771118164,94300.0,24.809999465942383,25.079999923706055,24.709999084472656,24.739999771118164
2025-02-03T00:00:00Z,24.40999984741211,24.65999984741211,24.25,24.649999618530273,24.649999618530273,208900.0,24.40999984741211,24.65999984741211,24.25,24.649999618530273
